duration,protocol_type,dst_bytes,class
156.82826347147216,TCP,8030.253604880321,flash
331.9515514693328,TCP,9657.83379037055,flash
314.2931332422644,UDP,4888.099500004115,normal
184.23602824183206,TCP,8252.992409651679,flash
500.0,UDP,9060.418714372729,normal
182.46500783026215,TCP,6366.013388836241,flash
179.12217972785018,TCP,4094.960722054693,normal
346.2283446805588,TCP,7113.416981105391,flash
275.73731064173495,TCP,8582.122161924966,normal
166.7392780261152,TCP,8995.448805640559,normal
113.4945556929583,TCP,6108.451366782068,normal
177.04389218524088,TCP,6225.50357187407,normal
304.62842480036994,ICMP,4131.810023473766,normal
356.15091571758444,TCP,4087.821696049775,normal
191.8995277296536,UDP,7182.272522997668,flash
237.32107483340587,TCP,7343.624527791122,normal
233.74720353237433,TCP,4301.093005217267,normal
295.35855235092185,TCP,7202.557903378879,normal
359.0244283658065,TCP,7425.128748836261,normal
326.1174039051639,UDP,4771.118505778565,normal
229.8508466052482,TCP,6197.117145993543,normal
279.3008807258655,TCP,3472.8887656109287,normal
147.11158178008364,UDP,6174.351123834891,flash
302.2142545933936,UDP,7681.623224026926,normal
251.1369908798494,ICMP,7337.291963682621,normal
269.4051943605874,TCP,6832.816181649892,normal
253.88945162362438,ICMP,6655.984106485208,normal
75.83585179041862,TCP,7822.278103133989,flash
63.14408169760452,TCP,6529.110435307533,flash
417.12624603036346,TCP,5210.001777110248,normal
343.798142152477,UDP,6752.782766257389,flash
264.7076827445974,TCP,9349.457068797648,normal
317.6837654111007,TCP,7877.776830671843,normal
162.1863681914593,TCP,5420.702243950581,normal
348.744197504303,TCP,6049.161508929359,flash
320.99327481472375,TCP,5987.038940430212,normal
302.73547467523633,TCP,7476.242167729734,normal
120.79295941872148,TCP,8770.654225319508,flash
232.57866932596198,TCP,8946.979866167976,flash
400.9994324431931,TCP,5668.115316144516,normal
232.40251988495214,TCP,3797.996792191763,flash
50.0,UDP,5670.595379321234,normal
305.623000940066,TCP,7122.904936500898,normal
250.8739432324857,TCP,9021.653952282531,flash
226.35511632641408,TCP,8805.664810991062,normal
278.36784496988525,TCP,6816.049463922925,normal
218.38837193695892,TCP,7278.280323722841,normal
50.0,TCP,4427.246560828202,normal
238.05768392641576,UDP,6373.048732879226,normal
206.72261164116114,UDP,6010.4034332889505,normal
239.4475061229046,TCP,5258.572225998634,normal
251.00515722341993,UDP,6653.413499715542,normal
173.62304988119854,TCP,4169.214813573101,normal
353.1415906434008,ICMP,2550.0180179221106,normal
343.08732890656916,TCP,5144.264719233268,normal
450.15757451297486,ICMP,5874.598028261595,normal
119.8461215055516,UDP,7031.696078013944,flash
83.22165394525223,TCP,5676.593135877689,normal
313.8956814212745,UDP,4540.514418609608,normal
371.5774756407974,TCP,7712.931172200236,normal
167.5777560632547,TCP,4488.787903168331,normal
251.6733433808874,TCP,8893.950768797215,flash
200.85423435185422,TCP,3503.228509202935,flash
339.35422058891095,TCP,7232.849720740449,normal
302.4864991725129,TCP,5274.545414458877,normal
371.1265496493013,TCP,4344.965738017487,normal
235.53599540605936,TCP,5343.782262002647,flash
330.2624760078478,TCP,6776.711150602717,normal
126.85004227784005,TCP,7318.471121523429,normal
294.0479797387217,TCP,6218.476075720748,normal
94.78015802343505,UDP,6685.066572087386,flash
128.5956127426606,TCP,4715.759304773987,normal
226.10462680099653,TCP,6834.459192416862,flash
302.0689496422669,TCP,5014.732948018854,normal
370.19316695395435,TCP,6037.965147361141,normal
406.10229304479594,UDP,7088.350364281751,normal
254.55638811418984,UDP,5370.456332704873,normal
254.98575052013945,TCP,6963.737034341346,flash
331.8860186950731,TCP,4497.314460946889,flash
386.58566253313404,TCP,6212.703300337634,normal
404.21099525678756,TCP,5987.334827186308,normal
174.80306682611808,TCP,7953.273309731464,normal
278.9168643907818,UDP,6792.575233559561,normal
303.56375884651635,TCP,5808.325106534118,normal
214.96060469679725,TCP,6140.457987982845,flash
234.30551947228213,UDP,4549.56305967484,normal
261.5025566342807,ICMP,4228.2722775124475,normal
350.27214151773137,TCP,10000.0,normal
107.10953934882733,TCP,2358.434126681207,normal
100.08708913789934,TCP,6377.540440925782,flash
500.0,UDP,4143.70454349002,normal
276.3428288511778,TCP,4787.901735478773,flash
258.6859775813611,UDP,5610.492398209092,normal
241.45811671669335,UDP,3928.8556232946057,normal
147.88375424396997,ICMP,6362.373314373858,normal
219.2104406574921,TCP,6020.72586447726,flash
211.73389462369337,TCP,4322.828835211532,flash
206.03179910815504,TCP,5633.960140273428,normal
78.07733125052586,TCP,7104.633925206831,flash
64.06071315415642,TCP,5239.08878157733,flash
252.87755640809985,TCP,6187.847301965916,normal
230.93175992366534,TCP,3475.7405930287,normal
104.5491462214784,TCP,7448.9609499872095,flash
163.9997524877698,TCP,7376.756690190487,normal
370.2249003361171,TCP,6105.981947552386,normal
188.3678010891139,TCP,4854.667264252425,normal
136.65403609495417,UDP,9277.915007822103,normal
133.40258143195388,ICMP,7561.463644594805,normal
248.13100985587837,TCP,9065.877821196002,flash
231.585022718512,TCP,6570.6476444142845,flash
271.86593067572977,ICMP,2000.0,normal
268.9027341733196,TCP,5843.318168634523,flash
141.7982214958064,TCP,4633.920316383447,normal
118.45000377875837,TCP,3924.1951618976736,flash
52.92787181544301,TCP,6112.8000159913345,normal
285.20386129581203,UDP,3765.2745526579565,normal
141.06912574720548,TCP,5678.659180504314,flash
411.64255574900403,UDP,6006.56664107223,normal
162.49553055720293,TCP,6332.735091199434,normal
185.51309125417202,TCP,6250.871658814267,flash
50.0,TCP,7189.838580485227,flash
316.0488982345697,TCP,5342.783395105668,normal
167.29624349652119,TCP,6181.452085142206,normal
100.23721339304933,TCP,6396.516033044207,normal
365.7519605809958,ICMP,2933.99683220761,normal
193.58449450986654,TCP,5019.596411179757,flash
251.0233061019587,ICMP,5877.216544114399,normal
163.77435173738644,TCP,5174.672296631512,flash
204.57718839518287,TCP,10405.99376533365,flash
204.6585891616146,TCP,6384.197914922276,normal
279.08711906440857,TCP,5376.454067309833,normal
174.08164538324957,TCP,6181.986121291964,normal
269.737260543966,TCP,7328.4138990576985,normal
135.5040109274169,TCP,5435.085146062509,flash
263.34994190613713,TCP,7081.105411903022,normal
233.4845876971625,TCP,7905.095872432275,normal
308.04633039192026,TCP,9547.943759347307,flash
241.87098547667415,TCP,6485.174080931916,flash
167.2107132634191,TCP,5713.536238679061,normal
133.46788171893604,TCP,8297.365643585457,flash
84.01321497422097,UDP,7557.459488789633,normal
168.4090464851447,TCP,8209.589994535458,normal
231.42632365815012,TCP,7197.867127013504,normal
255.4664087349574,TCP,8961.027576108067,flash
71.88415855343666,TCP,3377.430533685236,normal
296.9596483294401,TCP,4377.032384334223,normal
310.62371934962886,TCP,5697.882436886213,normal
108.8172448755998,TCP,8777.349779173113,flash
131.23774199662648,TCP,6829.592203542467,flash
177.15383783196572,TCP,7345.567441212347,normal
181.1917873419682,TCP,4667.949977806606,normal
288.62260641045816,UDP,7285.720452496297,normal
165.5262591208824,TCP,3151.2894539315876,normal
268.95816165987435,TCP,5669.030474345096,normal
276.4948601196872,TCP,6697.433572117881,normal
128.4780231874035,TCP,7090.744134309751,flash
287.7618406420093,UDP,5484.858140767576,normal
222.4999491376734,TCP,5691.831770238965,flash
287.75547328379105,UDP,6365.266952855007,normal
186.86697542582942,TCP,9281.784557869109,flash
242.2162802987198,ICMP,4900.233636111501,normal
321.47317275177,TCP,6390.613933590229,normal
248.67022858553116,TCP,8411.226677496063,flash
227.14545851541476,UDP,3258.6316209602937,flash
143.5229834780849,TCP,7198.371458440785,flash
324.9477701106636,TCP,5746.922648085856,flash
231.84968378643327,TCP,6244.002148942062,normal
154.1221543813225,TCP,8256.354456200255,normal
162.42528795273023,UDP,7928.6312423883255,flash
209.87907934553223,TCP,6110.100198710634,normal
186.27483931406383,TCP,4155.623481166781,flash
96.77782127596885,TCP,6928.889126772099,normal
172.66741088389153,TCP,5300.197484776316,flash
220.04505888008077,UDP,6209.417859848827,normal
158.935491281751,TCP,6084.125096380241,normal
294.5463461089074,TCP,8050.4829754387665,flash
150.27087079549204,TCP,8203.154372361929,flash
255.01261056005637,TCP,7506.369595802817,flash
105.140246691265,TCP,4512.031892523159,flash
265.14073906247773,TCP,5797.7547241336015,normal
397.67537298489276,TCP,6271.598528231381,normal
288.11583848827775,TCP,4803.117044839,normal
244.57051334821878,TCP,6711.675923926287,normal
297.60108000656254,TCP,3386.6129337334987,normal
205.05159160287786,UDP,4963.129153508622,flash
295.59890859601296,TCP,5995.860067768285,flash
95.13817011362534,TCP,2000.0,normal
165.33951576117425,UDP,7485.353402088716,normal
266.56467175005224,UDP,7624.742310190356,flash
167.5387990234978,TCP,5174.94470370098,normal
350.0,TCP,6334.796058377526,flash
112.58265476284569,TCP,4614.136255586885,normal
127.81831967491587,TCP,7188.977717228658,flash
181.6309514875748,ICMP,3632.5610004187247,normal
172.83961483765475,TCP,8283.738526689025,flash
258.2398910753087,TCP,4588.635628749065,flash
143.0385968443814,TCP,7779.344440526014,flash
86.38006408350849,TCP,8647.448142428078,flash
219.4045568468408,TCP,5766.891519053644,normal
253.0378676412959,UDP,4552.189344862129,normal
273.4313988611554,TCP,7393.6140313157575,normal
108.62855030950197,UDP,6181.168786170041,normal
217.18907116397588,TCP,5824.301094726526,normal
161.3959753021623,UDP,5710.871540515083,normal
261.84245459913944,ICMP,7176.143610648069,normal
235.84742466330516,TCP,4149.865508591643,normal
123.63668635971322,TCP,8125.330049879727,flash
50.0,TCP,5658.769897326977,normal
273.34419118874234,UDP,9237.694137083326,flash
328.5974098865461,TCP,4809.381893037861,normal
167.45894700210448,UDP,9594.601784586252,normal
213.6736460863283,ICMP,5907.978551811064,normal
147.04354077728271,ICMP,6192.590248116087,normal
281.006882387515,TCP,6027.459214220908,normal
158.64001743969374,TCP,7897.235155992235,normal
172.62194211093424,TCP,4716.407486337048,normal
218.75051218587387,TCP,6934.224837146799,normal
126.59082209341436,TCP,6669.134724827234,flash
188.9850254419855,TCP,2000.0,normal
266.8651367610195,ICMP,5976.944730139903,normal
480.408978354919,TCP,6281.577311406021,normal
402.3124077269657,TCP,4612.856119545818,normal
154.05607632765202,UDP,4982.918081123245,normal
306.5108824214048,TCP,6146.342902412748,flash
224.6323922457619,TCP,3782.3037281175193,normal
50.285472834645304,TCP,6639.837471775904,flash
151.4538825401769,TCP,5757.574471433935,flash
192.5184774162454,TCP,7933.122899411061,flash
149.15185727136839,TCP,6585.861220525761,normal
255.00500386551352,TCP,7774.31824685885,flash
248.38338692140934,TCP,10857.480444650413,flash
62.775493775474246,ICMP,3890.0097309759212,normal
362.0056637899783,TCP,5001.972114891721,normal
316.75849604766074,UDP,7899.722043502921,normal
350.0,TCP,3000.0,flash
227.1988437202651,TCP,7697.763078025854,flash
237.79105592456295,TCP,5542.42630700215,flash
328.7375138223993,UDP,2000.0,normal
287.3271445171501,TCP,7742.148435561153,flash
357.168037389059,TCP,8909.261143735977,normal
325.87561926560386,TCP,7305.464546241297,normal
216.88357341441787,TCP,5869.851798601275,normal
353.7466669565043,TCP,8189.121057379691,normal
329.03718960517114,TCP,8265.936629004244,normal
50.0,TCP,8882.14952562129,flash
250.6381540963315,TCP,5286.5239779350295,normal
214.0023826419099,TCP,5839.599299526934,normal
217.33037868136358,TCP,3209.255449846886,normal
171.342790844215,ICMP,5457.506503565415,normal
50.0,TCP,2772.697974758708,normal
347.78722722111377,TCP,5685.306218643838,normal
198.13332803787898,TCP,4756.214571504412,normal
354.166673308335,TCP,5671.840547583072,normal
155.6014984652112,TCP,4211.3906150511175,normal
144.04623253977525,TCP,5600.655754106178,flash
116.72383485803664,TCP,6436.101118984749,flash
342.16501119244595,TCP,5577.718712793659,normal
263.58417481081125,TCP,5538.516299284059,normal
386.9781101962379,TCP,5641.888612822052,normal
180.89514169462382,TCP,9670.745949822542,flash
388.4272818510518,TCP,6050.240080710486,normal
329.643036664211,TCP,6178.511888230939,normal
224.11991363910832,ICMP,7918.273987328566,normal
283.93558127562204,UDP,5050.019917982782,normal
109.87459858002319,TCP,6658.135000568042,normal
477.1574458904561,TCP,7002.745657258067,normal
247.72265146643946,TCP,5263.987785499003,flash
217.67377406125098,UDP,8364.378711451891,normal
192.10482426510768,TCP,6545.388274507407,normal
334.9102110743144,TCP,5674.509977626918,normal
331.4684437294069,ICMP,6182.797756523822,normal
327.2557462999035,TCP,8363.146619303629,flash
381.27240692726616,TCP,8230.843003917895,normal
123.03477338986988,TCP,6173.325372733038,normal
316.18513307800526,TCP,7714.288077932873,flash
167.10484509087388,TCP,6968.308433919134,flash
258.50458602001817,ICMP,3825.057568890666,normal
213.67508177471694,UDP,5051.135181541194,normal
223.5650581136235,UDP,3679.8697299783453,normal
339.6283627002882,TCP,6297.8583432038,flash
316.22629821596195,UDP,8003.104026158357,normal
303.2006198821943,TCP,3605.8688108544147,normal
374.9618905296667,TCP,7059.242772427673,normal
292.71943618716847,TCP,7836.44742728437,normal
68.43510241211825,UDP,7480.442037830425,normal
265.80892253231843,UDP,3073.9697504616333,normal
97.76656817182558,TCP,3501.390693951552,normal
108.30098603190089,TCP,5764.823390422981,normal
191.35342437642615,TCP,4161.418373432968,flash
217.79880293825954,TCP,6175.828314264641,normal
263.15227300781567,TCP,6027.730334418876,normal
270.7838383364071,TCP,7336.98407902257,normal
234.36548265008142,TCP,4218.113552309745,normal
215.30265468948826,TCP,6380.049043875094,normal
128.11805193332498,TCP,7211.450907897093,flash
160.95642470573384,TCP,7156.762472053339,normal
121.56305916908258,TCP,5590.830322623134,normal
244.7552300350881,TCP,5241.320570971818,normal
308.5086981455174,TCP,6371.56663282924,flash
287.70004687452877,TCP,9074.097949101191,flash
322.2776773932773,TCP,5797.009682840166,normal
293.00416471910694,UDP,6730.052616814474,normal
