duration,protocol_type,dst_bytes,class
332.44009080757877,ICMP,2509.980271924412,normal
225.37688649970036,TCP,2245.7838307595816,normal
283.44878328959595,ICMP,992.8765961792969,normal
147.5230340720753,TCP,4109.876676260585,flash
317.8206291767188,UDP,2595.101720408883,normal
212.81527464713815,TCP,2052.284736682264,normal
60.35252647311861,TCP,8941.929854283053,flash
96.12899011662948,TCP,5050.004545670736,flash
103.88163696114262,TCP,8932.331693975106,flash
282.84038622512946,UDP,2981.2147070514093,normal
293.9479253966231,TCP,1965.9472082727375,normal
296.0075423256102,TCP,2178.4589573765697,normal
283.6336279739282,UDP,2236.3164796759243,normal
306.7400711645102,UDP,1370.21047181003,normal
230.63567432845667,TCP,2727.9116632972778,normal
332.9410122344732,ICMP,2065.515836007502,normal
268.37779039680106,TCP,1603.7538355236547,normal
110.75923165245442,TCP,6656.2004569269775,flash
259.55180535371,TCP,1815.1478440225267,normal
273.55111459679927,TCP,1751.3144911230359,normal
70.90798005178598,TCP,9710.41729334934,flash
350.0928597026901,UDP,1155.4318344535695,normal
393.4301609581501,ICMP,1784.1613600811077,normal
373.9035949178222,UDP,2414.7217579929056,normal
225.4825096269601,TCP,1669.358273901838,normal
343.6584646190794,TCP,1834.7224900998956,normal
347.79690300891554,TCP,2176.7890586738786,normal
290.71705116680914,TCP,1045.0227832917933,normal
260.7779040629377,UDP,1770.3833075781267,normal
311.63300459872096,TCP,3009.9958286771653,normal
279.27180683756535,ICMP,2354.9080768119024,normal
272.935045251888,TCP,1465.3003624214757,normal
258.8566197501011,ICMP,2344.5168011100823,normal
273.630546918019,UDP,2014.3676383430009,normal
240.65033058471278,UDP,1937.208725140839,normal
258.19689239499877,TCP,2007.3172310145007,normal
298.44198175992614,TCP,2527.586402060254,normal
109.9750212594285,TCP,6490.101104875808,flash
108.00085606069892,TCP,6989.042177812926,flash
269.42420989808227,TCP,1463.9379685607664,normal
258.0507218635172,TCP,2005.5956652609764,normal
300.3531579314088,ICMP,2244.980850086369,normal
329.12856594044024,TCP,2259.137898132532,normal
202.80975765535769,TCP,1850.1079979919286,normal
87.55933611866965,TCP,4352.136344522611,flash
129.84708808798968,TCP,7502.161361135059,flash
112.67418899734321,UDP,6673.329039849359,flash
67.9290159544876,TCP,10596.388798726697,flash
220.11901354157717,UDP,2756.548317199172,normal
315.95872552095904,TCP,2514.4722718182857,normal
398.93256437742514,TCP,1824.8760752707506,normal
301.61324053856265,TCP,2126.3646790365146,normal
103.86830496749076,TCP,8032.988371286379,flash
375.8452676667941,ICMP,1390.993670991563,normal
113.04339931384112,TCP,4976.912763139018,flash
337.7232914467559,ICMP,1829.730201385381,normal
296.9557011546649,TCP,1463.0479178748783,normal
123.2279936927117,TCP,7374.2488679061,flash
308.7787042462911,TCP,1982.6991293548106,normal
103.12911653013032,UDP,6953.429098507334,flash
91.19921242570975,TCP,9240.374961904074,flash
447.26231449675504,TCP,1844.7275631945445,normal
297.2961075349753,TCP,2020.947040659227,normal
344.9148435603024,TCP,1584.1742607433503,normal
304.09146792737823,TCP,2442.5105843892647,normal
69.48351922001454,TCP,10269.781444457827,flash
134.9009992100776,TCP,7152.118830522404,flash
331.54378017980775,TCP,1969.3395023766543,normal
334.0050341671465,UDP,2360.358344034996,normal
89.004825305075,TCP,10230.321885327328,flash
132.51914550645736,UDP,8023.137843344009,flash
44.04041544625072,TCP,11521.47706578273,flash
292.7547710459284,TCP,2644.420699772647,normal
297.2703366943643,UDP,1947.6547371222116,normal
332.30648380120857,UDP,2390.969157730734,normal
127.34946382344644,TCP,6956.579138267312,flash
291.71842948411836,TCP,1634.536231848049,normal
376.69225525181474,TCP,1686.15394508485,normal
212.85262347566675,ICMP,1366.4665871931713,normal
391.43126312209125,TCP,1823.5936548916075,normal
252.91911172081493,TCP,1528.9580466338728,normal
159.90442152560541,TCP,1961.790128906248,normal
342.86610959530884,TCP,1411.324029112143,normal
248.63432884745137,UDP,1482.7553212206408,normal
334.3413747726419,ICMP,2161.7925355933203,normal
197.47343872168477,UDP,1435.4032116374324,normal
200.22341097741307,TCP,1851.4974730755332,normal
270.179429601556,ICMP,1737.4132501181707,normal
208.59175360364299,TCP,2574.0603877427684,normal
281.36448476901256,TCP,2015.4062934397869,normal
238.13725085626862,ICMP,1909.1810391285999,normal
112.91232290234564,TCP,9239.613917301504,flash
118.1536942460676,TCP,8263.978258332736,flash
129.1559440711532,TCP,9382.387710114934,flash
268.9202977414658,TCP,2117.9867405725618,normal
333.48362744150194,TCP,2517.943856214724,normal
386.899249256176,TCP,2758.2057509912775,normal
337.896092496181,TCP,1663.5905089678822,normal
84.75328107486737,TCP,4298.014140358629,flash
272.24002366534006,TCP,904.5842835054477,normal
301.31706443737176,ICMP,2208.418287273683,normal
325.6804647207611,TCP,2116.798330348331,normal
212.96496968098324,TCP,1991.9947203107804,normal
316.01082889744146,TCP,1828.8269488588255,normal
56.89881070576691,TCP,9414.836077357486,flash
333.6322556023513,TCP,2687.381587382475,normal
335.92087117358204,TCP,1410.657618159247,normal
175.8728007044581,TCP,1595.1708910061293,normal
274.56925529556713,TCP,1135.4236258085368,normal
301.825311119276,TCP,2334.7225473399935,normal
313.5460671353721,TCP,2440.3121239489374,normal
199.0036333921932,TCP,2056.502213938632,normal
407.81748158646496,TCP,2210.836627075723,normal
113.22046784303421,TCP,8763.60963003811,flash
398.61722395411,TCP,2283.2943528079018,normal
94.74862156084164,TCP,9894.585356637974,flash
291.97201952491014,TCP,1916.292218235403,normal
47.20933093837454,TCP,8027.577353263643,flash
293.58682597580844,TCP,1649.0717702329346,normal
330.52199996584244,TCP,1629.3665000013716,normal
370.92425163017367,TCP,2862.7895331062286,normal
312.6096075349046,TCP,2609.4554919542793,normal
259.16969064302083,TCP,2761.956874443051,normal
333.54556241384375,TCP,1818.2429675544902,normal
296.2531214138138,TCP,2438.5375781865696,normal
351.7782533888705,UDP,1886.5988217143906,normal
250.45861750700612,TCP,2420.6196979737933,normal
333.72024005284743,TCP,1144.48321039222,normal
160.73792593846903,TCP,9807.22778103178,flash
212.88705152599897,UDP,1065.7976053292734,normal
348.84914038309785,TCP,2084.938180285388,normal
291.5589138404995,TCP,1318.601917889172,normal
72.83731428203666,TCP,7049.009419500203,flash
334.8378931357151,TCP,1161.286599869496,normal
240.52940535663362,TCP,1507.2803469955447,normal
339.60692131810805,TCP,2739.6425375994386,normal
297.3368720003157,UDP,1889.297721923902,normal
327.45633377791825,UDP,2440.9437940965463,normal
337.11376166035075,TCP,1718.8290585387826,normal
364.47968098123795,TCP,2060.795956725833,normal
299.738670126859,UDP,1295.852258650501,normal
70.3932580524843,TCP,8188.601645017217,flash
404.14049951042574,TCP,2315.2427407859295,normal
262.93723162452585,UDP,1804.5399797264824,normal
316.381961836071,TCP,1328.4635048863697,normal
157.8961235018892,TCP,6717.0379881927365,flash
256.0491556917625,UDP,1248.4323425127882,normal
282.6237528740571,TCP,2172.0976666840734,normal
266.6307972819936,TCP,2479.7882434378907,normal
94.99086709968122,TCP,7093.533231703096,flash
99.69755532433427,TCP,7957.058881075104,flash
351.5124846984784,TCP,1824.2141430456506,normal
286.00447134147595,ICMP,1631.2603757048764,normal
297.1364794588949,TCP,1904.1375381001953,normal
296.9859625486009,TCP,1264.6683743295075,normal
135.53290212850595,TCP,9540.750587151535,flash
201.0807541713458,UDP,1660.7786774101173,normal
47.11121910425078,TCP,11708.148676513032,flash
93.21040025785136,UDP,9356.213359509213,flash
294.2591480175787,TCP,996.6857009431551,normal
322.0709879946475,TCP,2303.8487231231616,normal
80.19832642157311,TCP,10124.55961030375,flash
107.92337901815013,TCP,5735.783629235095,flash
293.6535399964264,TCP,2956.1938675855513,normal
241.61102243660326,TCP,1170.5163794931386,normal
365.7754145470052,TCP,1384.5736199811467,normal
312.27188112893947,TCP,2274.8411082828493,normal
317.1362673188852,TCP,3274.7905782157095,normal
300.9672035405877,TCP,2646.8364728795027,normal
233.20687979156935,TCP,1574.1814959303474,normal
363.72142133437904,TCP,2196.0769418002915,normal
298.96064080545494,TCP,1837.334475230462,normal
76.25525455757918,TCP,7948.930654520354,flash
239.25831430313076,TCP,2103.3751278265863,normal
301.5343176440467,ICMP,1681.561952534238,normal
255.83712303039755,TCP,2743.3430515457953,normal
291.565566961472,TCP,2156.183402643786,normal
275.1432988065032,ICMP,2084.1048759042683,normal
86.24443778291487,TCP,5747.6829729671335,flash
90.03816156226704,TCP,8198.22701761791,flash
21.369118924739155,TCP,9158.28858976244,flash
366.4323205772322,TCP,2394.4462331505483,normal
305.57571121269405,TCP,2863.6239515632983,normal
57.73872667945628,TCP,7076.177393782316,flash
427.3027267971396,TCP,1684.8608567142837,normal
304.3980779308971,ICMP,2567.761152699529,normal
323.06653565177106,TCP,2020.9793146183379,normal
192.26727865177332,TCP,7707.789807487522,flash
265.33833316415263,UDP,2169.163194308893,normal
277.0454844890504,TCP,2255.856932439566,normal
215.2872052002461,UDP,1705.1976987473627,normal
96.76260005929527,UDP,12958.345242531612,flash
290.72482354819044,TCP,1209.1939656511795,normal
338.36127318247924,TCP,1729.8274983474143,normal
233.89135216799957,UDP,1453.9670073677917,normal
277.71023430865915,TCP,2319.820843161391,normal
74.5185240050259,TCP,6767.025424567362,flash
318.3523396464984,UDP,1327.2377185761707,normal
346.15167186178644,TCP,1999.1481461491496,normal
268.4300289864583,TCP,2121.8843801580383,normal
362.31649055374726,TCP,1677.3778225943495,normal
307.9582630160694,TCP,631.1432827829415,normal
107.03286503344296,TCP,7019.4133962341,flash
107.62033267576261,TCP,9157.863385182902,flash
400.09612296241806,TCP,2606.422635245742,normal
209.94711329236304,TCP,3097.0171356869864,normal
342.9815393427423,TCP,2137.8703014525267,normal
308.62099260456995,UDP,1629.712429748764,normal
311.1515128792567,TCP,2044.3532199089643,normal
442.35047944788204,UDP,2112.81050217499,normal
263.56049018113083,TCP,2634.699029636753,normal
347.10871517969343,TCP,1855.3596264405796,normal
421.30428069265264,TCP,2386.453706160102,normal
327.4489232101852,TCP,1872.3891558522448,normal
84.29037492888311,TCP,5585.099468222203,flash
354.74847848480397,TCP,1105.9980407905373,normal
122.81687129883197,TCP,8974.793443259974,flash
270.9511492962677,TCP,2192.4850417829434,normal
119.72469804823601,TCP,6391.118070107503,flash
324.97073039695346,UDP,2066.7153226261153,normal
295.1203054922793,TCP,2007.4276878305716,normal
300.73440973645984,TCP,1297.424033572942,normal
330.45690604535883,UDP,1300.7117344945218,normal
272.7019036442536,TCP,2694.3949969225423,normal
262.4309938306721,TCP,2183.689355935655,normal
305.39919603626146,TCP,2421.541040502889,normal
351.9363949957456,ICMP,2334.2485524193553,normal
243.71725160997076,TCP,1476.5190755588587,normal
281.93447190163545,TCP,1305.2624194432683,normal
82.06702104834761,TCP,6826.724054693826,flash
357.6795171658463,TCP,1176.7913691627803,normal
227.5957829251338,TCP,3112.8574031853436,normal
107.28876143782267,TCP,8122.376672318645,flash
101.5971178208751,TCP,7722.668463635685,flash
60.98726956293553,TCP,9586.312493549507,flash
295.4025521163484,ICMP,2526.849940747482,normal
106.50601816475721,TCP,6389.934492583634,flash
261.3670277364588,TCP,1864.9593506385843,normal
299.19630569189627,TCP,2767.3585960587366,normal
201.3955486678091,UDP,1516.179017801113,normal
264.2227790120736,TCP,1402.5068700966158,normal
296.2827335120738,TCP,2233.750259484178,normal
72.98522799035209,TCP,6799.299001831481,flash
299.8259575713399,TCP,2632.941984165617,normal
112.78577949026462,TCP,8695.361905442893,flash
246.05745193357052,TCP,1897.663925899607,normal
216.73076808795003,TCP,1979.3789469305912,normal
268.37804809619126,TCP,2304.4729976991016,normal
268.3559862557604,TCP,2187.91181812553,normal
